patient_id	dist
197	113.5015482424765
196	112.09246457423463
75	108.87189450790258
106	108.70351490531971
85	107.07330135751027
130	96.66079321223354
157	95.75096430908121
187	91.20940524187591
186	85.91214800904223
160	78.44027364287018
120	75.18077740950119
180	74.0957020328716
126	62.384823522486194
95	54.878369459601565
33	39.33481299604871
125	39.1198350968139
152	26.585488400021752
193	25.23243328378172
9	24.099479340230243
169	14.735347230985237
177	11.893136615785867
